y,pd_danet
0,0.001718695624731481
0,0.2138815075159073
0,0.10565751045942307
1,0.3593440055847168
0,0.20526884496212006
0,0.21259437501430511
0,0.09771527349948883
1,0.9982805252075195
0,0.11576523631811142
0,0.2843092978000641
0,0.002091401955112815
0,0.2514581084251404
0,0.02029602788388729
1,0.198335662484169
1,0.17763568460941315
1,0.1594921201467514
0,0.02895737811923027
0,0.039792947471141815
1,0.3679269254207611
0,0.2161155641078949
0,0.0001113118341891095
0,0.14009134471416473
1,0.9986565113067627
0,0.21525226533412933
0,0.0041535706259310246
0,0.13167236745357513
1,0.3090672791004181
0,0.051223594695329666
0,0.19670481979846954
0,0.30119553208351135
1,0.9920788407325745
0,0.03109905682504177
0,0.006354041397571564
0,0.010275156237185001
0,0.1768111288547516
1,0.22029048204421997
0,0.06775858998298645
0,0.005363075062632561
0,0.24278229475021362
1,0.1365199089050293
0,0.041776467114686966
0,0.14811372756958008
0,1.3204979040892795e-05
0,0.06816331297159195
0,0.20040839910507202
0,0.34382957220077515
0,0.18883368372917175
0,1.7310039766016416e-05
0,0.22893168032169342
0,0.029957406222820282
0,0.3127017319202423
0,0.043833114206790924
0,0.01621273159980774
0,0.2732194662094116
1,0.22874757647514343
0,0.17137877643108368
0,0.25443318486213684
0,0.10806185752153397
0,0.0009913292014971375
0,0.17759208381175995
0,0.0002742346841841936
0,0.12713639438152313
0,0.04862981662154198
0,0.016628539189696312
0,0.12515635788440704
0,0.13973389565944672
0,0.156882181763649
0,0.25400128960609436
0,0.00013216819206718355
0,0.01235035341233015
0,0.01174005214124918
0,0.24198439717292786
1,0.9892504215240479
1,0.8220082521438599
1,0.9997701048851013
0,0.04984943941235542
0,0.006819024682044983
0,0.2264024317264557
0,0.1675477921962738
0,0.15989765524864197
1,0.12420279532670975
0,1e-06
0,0.01934216357767582
0,0.26688551902770996
1,0.2711053788661957
0,0.013246073387563229
0,0.014704786241054535
0,0.17063076794147491
0,1e-06
0,0.18955665826797485
0,0.012817750684916973
0,0.019453927874565125
0,0.21204259991645813
0,0.2156669795513153
0,0.06958010047674179
0,0.15302954614162445
1,0.3564411401748657
0,0.15246108174324036
0,0.02017643302679062
0,0.3725220859050751
0,0.17286847531795502
1,0.4095074236392975
0,0.2582685649394989
1,0.9943517446517944
0,0.07181774079799652
1,0.4293496310710907
0,0.21817728877067566
0,0.007670681923627853
0,0.0010998427169397473
0,0.210428386926651
0,0.2541691064834595
0,0.11536553502082825
0,0.35432568192481995
0,0.16507788002490997
0,0.13661451637744904
0,0.0760829821228981
0,0.20933037996292114
0,0.18863315880298615
1,0.999225378036499
0,0.19094997644424438
0,0.010889619588851929
1,0.9994935989379883
0,0.2779732346534729
0,0.0876508355140686
0,0.34727948904037476
0,0.1058417335152626
0,0.02241338975727558
0,9.814826626097783e-06
1,0.16337832808494568
0,0.09510011225938797
0,0.13569359481334686
0,0.02452738955616951
0,0.09737396240234375
0,0.1946520358324051
1,0.3138399124145508
0,0.038770634680986404
0,0.07456764578819275
0,0.041823431849479675
0,0.3135024905204773
0,0.0046315426006913185
0,0.14995484054088593
0,0.016846012324094772
0,0.1997935175895691
0,0.0010308395139873028
0,0.00048508530016988516
1,0.9996495246887207
0,0.11345651000738144
0,0.09911742806434631
0,0.2785358726978302
0,0.1283189356327057
0,0.18081539869308472
0,0.002807741053402424
0,0.26052793860435486
1,0.3623030483722687
0,0.03493841737508774
0,0.3230730891227722
0,0.0418701209127903
1,0.4166834056377411
0,0.2168039232492447
1,0.9998694658279419
0,0.2421949803829193
0,0.24693885445594788
1,0.9998364448547363
0,0.2287619411945343
0,0.1547023355960846
0,0.16115622222423553
0,0.0802057534456253
0,0.023865466937422752
0,0.1327352225780487
0,0.011353404261171818
1,0.9985364675521851
0,5.438943117042072e-05
0,0.20582439005374908
0,0.27067992091178894
1,0.19524738192558289
0,0.21428191661834717
1,0.3452352285385132
0,0.017414093017578125
0,0.27413859963417053
0,0.18003123998641968
0,0.13925357162952423
0,0.1529170721769333
0,0.19804160296916962
0,0.005291920620948076
0,0.16599279642105103
0,0.18028201162815094
0,0.31605371832847595
0,0.3052838444709778
0,1e-06
0,0.0008067121962085366
0,0.0003636687761172652
0,0.04761940985918045
0,0.05133875086903572
0,0.000514178245794028
0,1e-06
0,0.00030082708690315485
0,0.28279754519462585
0,0.3342048227787018
0,0.001813938724808395
0,0.29561352729797363
0,0.03580640256404877
1,0.2302350103855133
0,0.0004839056055061519
0,0.0004023358633276075
0,0.02720666490495205
0,0.16184203326702118
0,2.5030290089489426e-06
0,0.00013300743012223393
0,0.005239542108029127
0,1.3348127140488941e-05
0,0.30780187249183655
1,0.99946528673172
1,0.3989006578922272
1,0.3251670300960541
0,0.14701801538467407
0,0.19036418199539185
0,0.206936776638031
1,0.9995428323745728
0,0.06118191406130791
1,0.9989783763885498
0,0.17646242678165436
0,0.18024975061416626
0,0.0428127758204937
0,0.0017046486027538776
0,0.12066204100847244
0,6.941809715499403e-06
1,0.19152484834194183
0,0.005110590718686581
0,0.07632371038198471
0,0.0006764891440980136
0,0.18552559614181519
0,0.28831860423088074
0,0.18514703214168549
0,1.6374551705666818e-05
0,0.14758120477199554
0,0.2124934047460556
0,0.2660035490989685
0,0.11516115814447403
1,0.14710642397403717
0,0.01626172475516796
0,0.11708982288837433
0,0.1411912888288498
0,0.12702569365501404
0,0.18169070780277252
0,0.03953726962208748
0,0.23267173767089844
0,0.019170796498656273
0,0.2614181637763977
0,0.0016668408643454313
0,0.45183759927749634
0,0.013981902040541172
1,0.21725356578826904
0,0.18390971422195435
1,0.9932385683059692
0,0.23452019691467285
0,0.1357237696647644
1,0.23947764933109283
0,0.08709291368722916
0,0.2589443027973175
0,0.03117181546986103
0,0.05338327959179878
1,0.9997162222862244
0,1e-06
0,0.17417161166667938
0,0.003382693277671933
0,0.2090979814529419
0,0.2808440923690796
0,0.2699356973171234
0,0.21122917532920837
0,0.32874512672424316
0,0.31657180190086365
0,0.010624474845826626
0,0.03280864655971527
1,0.1723002791404724
1,0.9988338351249695
0,0.0018148956587538123
1,0.9868042469024658
1,0.2896946370601654
1,0.26977843046188354
0,0.4120880961418152
0,1e-06
0,0.3120560348033905
1,0.7683375477790833
0,0.2368079423904419
0,0.008567232638597488
0,0.2902677655220032
0,0.2988569736480713
0,1e-06
0,0.2769869267940521
0,0.16567352414131165
0,0.02908032201230526
0,0.18476895987987518
0,0.0009843891020864248
0,0.16710172593593597
1,0.17622436583042145
0,0.799085795879364
0,0.02373405545949936
0,0.18557822704315186
1,0.9981923699378967
1,0.9986134767532349
0,0.19284966588020325
0,0.23470374941825867
1,0.2540079355239868
0,0.32663100957870483
0,0.11329468339681625
1,0.2109866738319397
0,0.1344292163848877
0,0.23305179178714752
0,0.12042440474033356
0,0.17953063547611237
1,0.9996721744537354
0,0.19931741058826447
0,0.0005784676759503782
1,0.07577556371688843
1,0.8630567789077759
0,0.0022202981635928154
1,0.5606124401092529
0,2.296144339197781e-05
0,0.00012083085312042385
1,0.9968963861465454
0,0.09868556261062622
1,0.3282281160354614
1,0.9945870637893677
0,0.3692884147167206
0,0.2906975746154785
0,0.005716852378100157
0,0.11358614265918732
0,0.11491154879331589
1,0.9988892674446106
0,0.22913677990436554
0,0.14182059466838837
1,0.06054658442735672
0,0.2635361850261688
0,0.3989867568016052
0,0.19378776848316193
0,0.2556784152984619
1,0.061252836138010025
1,0.9997180104255676
0,0.11056704074144363
0,0.04893120750784874
0,0.13712671399116516
0,0.12319926917552948
0,0.11059296876192093
0,0.1669367551803589
0,0.25845107436180115
0,0.000317195343086496
0,0.09890726953744888
1,0.2343587875366211
0,0.074224092066288
1,0.1998877227306366
0,0.031540047377347946
0,5.8777786762220785e-05
0,0.21689656376838684
0,0.2108447551727295
0,0.13599762320518494
0,0.036697883158922195
0,1e-06
0,0.00014608263154514134
0,0.0013644015416502953
0,0.06185592710971832
0,0.33095622062683105
0,0.02242591232061386
0,0.01159641146659851
0,0.00022614786576014012
0,0.18094082176685333
0,0.190247043967247
0,0.2679344117641449
0,0.11764293164014816
1,0.3831508159637451
0,0.007076622918248177
0,0.05018710345029831
0,0.21423883736133575
1,0.9978577494621277
0,0.15939787030220032
0,0.005498948507010937
0,0.20359547436237335
0,0.1168290451169014
0,0.27607718110084534
0,0.30137184262275696
0,0.00012677002814598382
1,0.10308331251144409
0,0.04700486734509468
1,0.33739349246025085
1,0.9995645880699158
0,0.01063262764364481
1,0.999438464641571
0,0.33704912662506104
1,0.23427222669124603
0,0.26377633213996887
0,0.14156095683574677
1,0.9991994500160217
0,1.2592634448083118e-05
1,0.9997532963752747
0,0.03583088144659996
0,0.1075243353843689
0,0.22041872143745422
0,0.1417180746793747
1,0.013490594923496246
0,2.3281270841835067e-05
0,0.22148549556732178
0,0.12507963180541992
1,0.9971262812614441
0,0.004983678460121155
0,0.030012071132659912
0,0.1433785855770111
1,0.9969502091407776
0,0.09993991255760193
1,0.999510645866394
0,0.026959745213389397
0,0.00010197232040809467
0,0.14320385456085205
0,0.2922796308994293
1,0.22507016360759735
1,0.9988289475440979
0,0.044871989637613297
0,0.12608027458190918
1,0.9976423382759094
1,0.24383670091629028
0,0.0006418252014555037
0,0.2507103681564331
1,0.9924198985099792
0,0.2872658371925354
1,0.2054486870765686
0,0.30829498171806335
0,0.270235538482666
0,0.017537197098135948
0,0.04693843796849251
0,0.320346474647522
0,0.18563328683376312
0,0.2954332232475281
0,0.15608379244804382
1,0.23941436409950256
0,0.0994241014122963
0,0.0002715537848416716
0,0.06135937571525574
0,0.010038948617875576
0,0.0001499822101322934
1,0.1451803296804428
0,1.831001827667933e-05
0,0.19108057022094727
0,0.25270235538482666
0,0.07778512686491013
0,0.2514071762561798
0,0.0017126520397141576
0,0.0001695550454314798
0,0.06617026776075363
0,0.06291691958904266
0,0.1003805473446846
0,0.1798831969499588
0,0.29133424162864685
0,0.2615310847759247
0,0.04550928249955177
0,0.28471213579177856
0,0.004917645361274481
0,0.0025006518699228764
0,0.03026016242802143
