oof_pd,default
0.0022036357168732745,0
0.09266270088685057,0
0.02288088697000756,0
0.9183121726070618,1
0.10760937635100908,0
0.3169616259164344,0
0.05109381950409582,0
0.9866205488896657,1
0.08003366237909632,0
0.38654305421906904,0
0.004464042665308275,0
0.1678956133964214,0
0.4860544617114455,0
0.21044921397529126,1
0.1479113440075897,1
0.28334259737280537,1
0.021430966945778254,0
0.055477644223489574,0
0.9398679732200994,1
0.16846073699403824,0
0.0017574611256522888,0
0.1247440411903788,0
0.9852067245172288,1
0.08025019843971805,0
0.020316565484304556,0
0.12728979753741568,0
0.1912311404878275,1
0.6025888647072843,0
0.2425541759344822,0
0.1320319072325818,0
0.9730021109346819,1
0.0019491732315381415,0
0.009919076138566709,0
0.023766471761176966,0
0.12805277134103873,0
0.16228082270172497,1
0.003400413187023371,0
0.008063593771152932,0
0.07754799263668673,0
0.07041505088362751,1
0.013522142084771715,0
0.062331444194488654,0
0.0012470414459251587,0
0.07894954739929713,0
0.13555689610946456,0
0.46330026875435193,0
0.11477207705031263,0
0.006538721462424318,0
0.06652542666815174,0
0.04036933820584106,0
0.08347873251353101,0
0.06159598010494293,0
0.03918463008627244,0
0.132341217765842,0
0.1325857181785669,1
0.08081515587966298,0
0.17478976374048658,0
0.12432743826516489,0
0.00829143897460678,0
0.175403642437228,0
0.0002718510343292673,0
0.1503235139476384,0
0.021988021902923153,0
0.005293081931333455,0
0.07854397773580134,0
0.10345781146927606,0
0.04297289441707844,0
0.15456548878118495,0
0.0005013832057543142,0
0.012787032191925143,0
0.024535775296035504,0
0.010256137401209734,0
0.8942915413337051,1
0.4245594504047712,1
0.9964642213587326,1
0.04185439206168624,0
0.012077970345893344,0
0.11912548874101318,0
0.0856857060187687,0
0.10919263835274548,0
0.048159257347333694,1
0.005419872803587901,0
0.009106992563190596,0
0.22877533248707518,0
0.2026996934052423,1
0.019179912057660595,0
0.02513294183384961,0
0.2486649130122446,0
0.0008790143857464768,0
0.06888120169114917,0
0.0031401784868023454,0
0.0018660077681387373,0
0.1558277570555779,0
0.1587012566168777,0
0.03452673024444674,0
0.12370656760019665,0
0.7252595259795288,1
0.15000939626523077,0
0.018651071385433017,0
0.2196301200569174,0
0.06471095442992038,0
0.2489184601029389,1
0.22820476488294666,0
0.9580821338600866,1
0.056979419075731466,0
0.3558044724593381,1
0.16837072160913233,0
0.004280255768547248,0
0.0010454605523906545,0
0.25837931117166496,0
0.0894949346118368,0
0.1471328556363905,0
0.14233225020946746,0
0.052782437658890784,0
0.14993231475735516,0
0.04089101676570614,0
0.15249378757567508,0
0.14104242138635387,0
0.9904271574246319,1
0.06904474003993291,0
0.003629715500673083,0
0.9947326636814536,1
0.11248837049156402,0
0.08535776265437704,0
0.02942625900692875,0
0.0836187480740325,0
0.019591176681353656,0
0.0014400398628562447,0
0.19866144134466224,1
0.04913132496378614,0
0.08120752041550922,0
0.02336060693752662,0
0.09312781164672455,0
0.24130526110190717,0
0.18948649478469393,1
0.01854511526939573,0
0.07569342135692782,0
0.039515305238334165,0
0.2009893166655159,0
0.005863812130469431,0
0.07279887057508548,0
0.007441741028928696,0
0.05323174895430269,0
0.00374166737288951,0
0.0014800272408723376,0
0.9985355801711359,1
0.04380571451316984,0
0.15247760372868016,0
0.2068823924110335,0
0.05421993804534556,0
0.12061601748564739,0
0.003058913335767006,0
0.08964409236644005,0
0.3952168259723268,1
0.043682894644336945,0
0.14153628772180393,0
0.04093546533481909,0
0.9138615565046297,1
0.20513793886692694,0
0.9951115477073607,1
0.17722427074898595,0
0.1415999863816417,0
0.9937316175754762,1
0.09760222975139347,0
0.0922008992653164,0
0.17866977814340046,0
0.0562601509342092,0
0.013539080296940871,0
0.14495125610283538,0
0.021060539649673724,0
0.9934731080677932,1
0.00027963373066048047,0
0.11624974269502433,0
0.10693341608564524,0
0.19057480699143506,1
0.19364583421282366,0
0.9104074731001295,1
0.018438597546708808,0
0.12885326173195144,0
0.10605883319860833,0
0.08415374433855062,0
0.07955541083193458,0
0.31849154566723314,0
0.015177504842302769,0
0.19855286648261317,0
0.09509362666982583,0
0.3115879674797807,0
0.15386500883767798,0
0.00010919366081700963,0
0.005931609184868482,0
0.010307184158168824,0
0.02103471490184824,0
0.0016888054021828303,0
0.005416090918505393,0
0.4016071256244239,0
0.0012445225262846704,0
0.1877794488843008,0
0.27523633390336993,0
0.00047729948707192726,0
0.051304527443591985,0
0.029043068631073723,0
0.33173590571856204,1
0.0030724593777327887,0
0.0024603353946658396,0
0.02443700963090973,0
0.0460252166212889,0
0.0006700942421201287,0
0.0023750426977322335,0
0.003124545499608818,0
0.0011391431297887724,0
0.33536189840908087,0
0.9958785803208442,1
0.8052741445338281,1
0.25529614264998174,1
0.008697085064861452,0
0.09092471301439474,0
0.15334494776661836,0
0.9357895293414489,1
0.03927288721861483,0
0.993611047368724,1
0.16204401971385138,0
0.0191958535811719,0
0.05380027022310297,0
0.04980663237133849,0
0.1006068964555402,0
0.00014318858602550662,0
0.17308145108643772,1
0.009805074716818579,0
0.08821915365053519,0
0.016358288954259254,0
0.0523636128308084,0
0.12882755842806926,0
0.1606479711800067,0
0.0009985640829833025,0
0.1342463224162737,0
0.1019343420435713,0
0.21691997792691045,0
0.014182902714770709,0
0.1239512674740565,1
0.027285154661664656,0
0.09874517856922796,0
0.06427177705985107,0
0.0976197878997328,0
0.0612166625955198,0
0.0053626577230746,0
0.1108351152557256,0
0.013897029401882848,0
0.152431110123342,0
0.006883077993151851,0
0.21409213323758908,0
0.01548756794290615,0
0.2382163055140405,1
0.1933522241486412,0
0.8868174124482995,1
0.05866201536076042,0
0.09790136727944046,0
0.8747784996193324,1
0.07457428222253873,0
0.3581029760132069,0
0.0022761716785273897,0
0.02034773867550642,0
0.9930892614927701,1
0.0011489252214778355,0
0.21378280672013628,0
0.005439944779097314,0
0.150783861033085,0
0.1330859791401926,0
0.10613344043902942,0
0.735538460215557,0
0.029440102171939354,0
0.2678081566971755,0
0.03672076375303612,0
0.007226013929624825,0
0.19097507393414226,1
0.9680554465185691,1
0.004316286706759874,0
0.9283151558886686,1
0.23883208829988425,1
0.15836678534840498,1
0.5195321281925496,0
0.00042842763434650316,0
0.23544192685171458,0
0.019652785521364433,1
0.6311538011686609,0
0.0036986228479720133,0
0.09781845578989014,0
0.07427376105853371,0
0.0004512788670630703,0
0.170536396756007,0
0.07419471043688838,0
0.011552558111229329,0
0.06596070172955608,0
0.02632960056280185,0
0.15425857086449657,0
0.11616778626369675,1
0.2667766473148821,0
0.017952057440164086,0
