oof_pd_openfe_lgbm,oof_pd_baseline_raw20,default
0.006912888930549104,0.0013327517683034756,0
0.16188802191585147,0.17696871459375887,0
0.02173598516152034,0.047394779015601234,0
0.872342528833088,0.9424867444304611,1
0.09554782730342677,0.09863865388824869,0
0.14769924657954728,0.2158756579136049,0
0.07145630097603702,0.07644083325684467,0
0.9180079777871952,0.9968906726776082,1
0.1849266039962908,0.07135572164066596,0
0.21916551490474848,0.3235345756530814,0
0.03717174761076715,0.008239868501483887,0
0.1674358603268884,0.1243896350276505,0
0.2949980263361365,0.20770535410403113,0
0.17002102546078549,0.17074601173103188,1
0.17128850272070287,0.11651072813566225,1
0.15168230571022256,0.2600225054148944,1
0.030505503594369245,0.014079712193497266,0
0.0836202123538705,0.04457684800262749,0
0.8995335138056361,0.9742475790704573,1
0.12551641852428896,0.18422072592775413,0
0.014000610645870553,0.0025972275769204117,0
0.13712726914042098,0.11267021304815508,0
0.9248095285975892,0.9944334004636902,1
0.1436518039013636,0.089200563506684,0
0.03989442446603317,0.008278578757330977,0
0.19130087981141147,0.13660949316657975,0
0.21624731441714623,0.2477249429538638,1
0.6827208419544322,0.49982190208838595,0
0.1263600765232608,0.2992012288341835,0
0.1653109179815257,0.13797290713325092,0
0.9314698707563418,0.9433587008996,1
0.014595488215952936,0.014319344189158544,0
0.03522904004714323,0.017801775326208625,0
0.024450391778677288,0.015205096642320462,0
0.13152855866475358,0.11129139359342491,0
0.19437869429515503,0.20627341292955562,1
0.02886018016460476,0.022568674683751584,0
0.03254576595263286,0.009996265120916392,0
0.10460874773036877,0.06875569664175958,0
0.08199241252372831,0.07352851119701546,1
0.03649131968842023,0.02757034613522856,0
0.07452049235573215,0.0936604971603821,0
0.013221800179544208,0.0025951936700798865,0
0.1032160701933022,0.08550819228119269,0
0.1487471096714062,0.14036272834653926,0
0.4212018122266303,0.5614738694824513,0
0.13265322575174532,0.13425951763309887,0
0.02856847508034875,0.006361640614176824,0
0.06884933185532409,0.08041125671995349,0
0.04697294217200432,0.06174408231946226,0
0.11950375227758829,0.04443846264591803,0
0.03399923263095539,0.03665569500459238,0
0.029867066554077105,0.020440833010897035,0
0.13724882736736282,0.13760148402713077,0
0.23126062649531376,0.14036218731915026,1
0.15299257028966676,0.09690791842514833,0
0.17187166263222736,0.18139317441138683,0
0.1559405842684712,0.09803988281906036,0
0.029668175861715884,0.00714983175956912,0
0.16195480545092997,0.15072744619926237,0
0.017816946489781316,0.0015432301455820367,0
0.06253377711782619,0.14287600013512186,0
0.03947816029022538,0.03814575961162352,0
0.06282160585174859,0.004630483971144378,0
0.10278016195782838,0.10180486996794406,0
0.09614317347456557,0.08385955481468287,0
0.038250457560347256,0.05075105064690493,0
0.20499972965653454,0.16653831351021578,0
0.016963663431863577,0.0029385370739609612,0
0.05218639061906464,0.025672392910124114,0
0.05527735031083849,0.026787154119054083,0
0.0869944979987732,0.010741874640618416,0
0.6241699776710095,0.9547585435024353,1
0.8512085219252269,0.7997583708229384,1
0.9765325765690406,0.9950121983489797,1
0.05243787941534846,0.04396468155356746,0
0.02626325168036654,0.007169541781230602,0
0.13593998509093655,0.13679218033739995,0
0.16178434223005161,0.09771567673996255,0
0.18521262893253182,0.13911064869602516,0
0.14135580881563148,0.061141372772150565,1
0.027499590282752763,0.0037855231848564364,0
0.013960203499890425,0.0030230396866477733,0
0.2394236731267506,0.22540793112452556,0
0.20692421137452685,0.18218004631215368,1
0.032788488993637954,0.021898058218168703,0
0.025602132755501335,0.00935848835828979,0
0.19326047254859804,0.22366011683341958,0
0.01646725297093837,0.001152571614817077,0
0.06410047894117571,0.07411275757568109,0
0.02448939017791475,0.00904637690077489,0
0.015232447000951525,0.0037386038839416634,0
0.1079635854296276,0.10744517076027629,0
0.10215321385725658,0.11548582220213303,0
0.03605141398461238,0.034374608623302334,0
0.13313118191265952,0.16242994939972794,0
0.7712507238521626,0.7582652614656749,1
0.09475290705933635,0.16186888147964631,0
0.032411413528619336,0.02046208489607799,0
0.22304405529030358,0.27898861380047596,0
0.07424352590402894,0.12710344463236364,0
0.24660552789167312,0.33314753259056773,1
0.29133551266445096,0.3227813879639448,0
0.8655889812800064,0.9615750528672697,1
0.055686570857310456,0.08143657498710105,0
0.21125604251888144,0.4675823010598243,1
0.1094223657637816,0.12280495218268773,0
0.02105210723976683,0.013938751762853705,0
0.01196921567082947,0.0014720241919791155,0
0.19425461113679332,0.2590571429916389,0
0.27513101008292506,0.20500241806044256,0
0.30826692644805737,0.15840055690833874,0
0.2213783142224665,0.40634225023303044,0
0.07173342689220749,0.07569078733711773,0
0.13142008303141606,0.15607519302720102,0
0.05395868683926506,0.053536377023548284,0
0.18719975404156652,0.15457477293413918,0
0.10516746398895377,0.10088034261147504,0
0.9557700628103319,0.9899132023160573,1
0.09436710677430991,0.06307632570958306,0
0.03595080061231794,0.010112290210065057,0
0.9640341114631624,0.9954725828194281,1
0.13471912926639246,0.2254842038724259,0
0.1016895314284145,0.07333043251031576,0
0.12844756782080238,0.05756413709225908,0
0.09636733218343362,0.09664676756808244,0
0.04372347189695184,0.023628341995054324,0
0.0052032382222217295,0.0016332140796276105,0
0.19810417898440724,0.15966246678615292,1
0.03418266337284878,0.051213426780754114,0
0.0854823204758115,0.0857468814840221,0
0.04008835468981408,0.017560135233419902,0
0.0806232953873276,0.12865689866067628,0
0.16225035703557286,0.2272249765141452,0
0.25922468760328526,0.38002031299232064,1
0.042634910498321014,0.033283161408646914,0
0.11141173060900195,0.08841109621303586,0
0.04871211177742425,0.040157891929450254,0
0.17033008433250232,0.19712160328590891,0
0.021110137180532625,0.009290628011068641,0
0.10980786450073536,0.08597435547241211,0
0.027038810939058397,0.010241270298498183,0
0.07186330048129115,0.08620022870890919,0
0.024738404814468918,0.003591208891240498,0
0.017882197300660038,0.004736431800695767,0
0.9752253069677105,0.9943342530464491,1
0.04369771172668814,0.065974969675127,0
0.11404957371449193,0.07740731862925992,0
0.17477273551165143,0.2115201197644299,0
0.04315914426339507,0.041147966979232585,0
0.13922232766112438,0.12099361675280336,0
0.02916150421241839,0.007416737785785891,0
0.12583949697601926,0.1416887236586044,0
0.2073372723932122,0.3445247663602577,1
0.02871809306731428,0.025786932183224313,0
0.20074160395021418,0.18529309580918019,0
0.04082818203155753,0.04358679460660325,0
0.8387714487986835,0.8804020688281717,1
0.1844752123031989,0.16793931776636287,0
0.9827109695717503,0.9966584180441842,1
0.20845921918728974,0.19935351159238968,0
0.14592692805820773,0.10334970208240991,0
0.9800815406792353,0.990803100625442,1
0.14012671643007657,0.10883673463953493,0
0.1380032932623924,0.11931334146846578,0
0.12531189868228368,0.14755501749971445,0
0.03280619404754557,0.07542029734711361,0
0.023513056126197328,0.00787118466891068,0
0.10046744664014678,0.1118125696840359,0
0.04856526381873342,0.01389393460262798,0
0.9722107298808336,0.9875600903199823,1
0.008795464539369168,0.0012040640825606947,0
0.12215365433034157,0.12814264170506404,0
0.18689741170563823,0.17474146343524652,0
0.1369072592712759,0.1324139965531384,1
0.18155865301610202,0.19967736092665522,0
0.8519723654536463,0.9549023222402497,1
0.05312945016238655,0.027145308505063935,0
0.21613666251117677,0.19834779006250408,0
0.16481677551986992,0.2508463709405614,0
0.06812075529677913,0.06693879295411916,0
0.15127434592078612,0.09618194096698522,0
0.3013269608559945,0.18811575796607544,0
0.027709364900911772,0.009283356680322529,0
0.15227024499875608,0.16723474994191134,0
0.1141282759928606,0.0861322099227676,0
0.4328375751288709,0.40409730451639325,0
0.1877387536813349,0.19263421460789362,0
0.01217013189351908,0.0006876399065423957,0
0.022677549403654455,0.004309225284667791,0
0.02915104801261523,0.006394053153723019,0
0.018813118697498715,0.008491446891060883,0
0.01471713223165702,0.006794652481682913,0
0.009101843948291489,0.002685023623005336,0
0.4042120373215921,0.45673870551031664,0
0.013461214244863497,0.0019691670451470918,0
0.2058358530273271,0.21986020298384049,0
0.21039227462063256,0.41970413258632433,0
0.019233739114960003,0.00364870086331659,0
0.10052527082401011,0.03227608584076818,0
0.07751843567866339,0.037662018949322654,0
0.29646022176176157,0.16093446280664894,1
0.02257058865947,0.003347927540098539,0
0.009822857082539478,0.0033162827399454415,0
0.041832575589355145,0.013101874506822866,0
0.04247825562141858,0.035856510456054855,0
0.010488466844082266,0.0008030741332833695,0
0.013823318286065445,0.0026704575345238885,0
0.02021081789006447,0.004800254529726297,0
0.017869456260939023,0.003105819329588926,0
0.3000811176302574,0.25581443784040653,0
0.9719301298348302,0.9881914184812062,1
0.7006240556339229,0.7808325358332744,1
0.24783153058200455,0.36398038493139845,1
0.024765649167139577,0.012726389418495672,0
0.08320270222688445,0.08281308880829723,0
0.16112575725489664,0.16811510127913187,0
0.9568373339999081,0.9810046506925396,1
0.044913667568146146,0.04897915821286944,0
0.9626854993589361,0.9947462077170794,1
0.07590464816029466,0.13207450535950255,0
0.07865584263341482,0.012503518642530315,0
0.037785421838797704,0.028879862992012888,0
0.03158359190300649,0.01288293167187139,0
0.15399238376774585,0.14008597771668366,0
0.01033126191418773,0.0009751017099638052,0
0.13519427055225558,0.15167040084493166,1
0.03710043264002129,0.01776231960196815,0
0.0794291549337946,0.08065575679101306,0
0.13401138915876293,0.02199928478749816,0
0.09570386911027921,0.12577747120347338,0
0.11818507373609241,0.15295038662215016,0
0.1729685391113745,0.16351582537570164,0
0.028288460043085207,0.0011405192216374226,0
0.09440490208983227,0.1384402561707645,0
0.12034685144013138,0.07219199043776958,0
0.1689752635828633,0.2028916050798095,0
0.05790955687871275,0.043909473190250216,0
0.13542181132982875,0.12857604610723466,1
0.037620945979054354,0.019026008616377998,0
0.13183718461832544,0.1688007102623689,0
0.1031078512094893,0.08142596422115973,0
0.09327818342628122,0.07050931425026295,0
0.05881945124353543,0.0637360775731419,0
0.029090949525943727,0.00468780425739537,0
0.11783757224619688,0.14917059139721484,0
0.021460558957617042,0.021045559744415812,0
0.17647436659376445,0.18632000415324354,0
0.042377762254901065,0.004816670282398329,0
0.29045152452326783,0.3558817810528207,0
0.02981754279263047,0.009345550770177118,0
0.24631429802781443,0.23239288861875426,1
0.22045499747406339,0.17567830284300437,0
