y,pd_autogluon,pd_realmlp,pd_equal_weight_avg,pd_stack_lr
0,0.0032754309941083193,0.055490054190158844,0.02938274259213358,0.041356997100044576
0,0.12372579425573349,0.1552615910768509,0.1394936926662922,0.10127051376260451
0,0.03841383010149002,0.08530892431735992,0.06186137720942497,0.05404392215502481
1,0.9763168692588806,0.8552994728088379,0.9158081710338593,0.9901050018236881
0,0.09545861929655075,0.15278536081314087,0.12412199005484581,0.08431314249544629
0,0.1382424682378769,0.19588957726955414,0.16706602275371552,0.11551958783491344
0,0.0500439889729023,0.10336665064096451,0.0767053198069334,0.05950774216491483
1,0.9847573637962341,0.9607895016670227,0.9727734327316284,0.9916983644124889
0,0.0824478417634964,0.14508289098739624,0.11376536637544632,0.07688714835661618
0,0.25307396054267883,0.24119892716407776,0.2471364438533783,0.2358020949662707
0,0.005526281893253326,0.053782932460308075,0.0296546071767807,0.04191385837683839
0,0.106604665517807,0.17460665106773376,0.14060565829277039,0.09260401009183067
0,0.02064882405102253,0.1246296688914299,0.07263924647122622,0.050034801557696025
1,0.19634383916854858,0.19162426888942719,0.19398405402898788,0.1637065975181
1,0.10782629251480103,0.17535406351089478,0.1415901780128479,0.09340048792431993
1,0.15462012588977814,0.2540534734725952,0.20433679968118668,0.13525729200591216
0,0.017125466838479042,0.05952149257063866,0.03832347970455885,0.0455996417452519
0,0.045387350022792816,0.07560975104570389,0.06049855053424835,0.056036609937673246
1,0.9808045625686646,0.9643879532814026,0.9725962579250336,0.9914997907074382
0,0.15303459763526917,0.2115674614906311,0.18230102956295013,0.12855088993319214
0,0.004297247156500816,0.04248865693807602,0.023392952047288418,0.04106827015109899
0,0.1297098994255066,0.1600882112979889,0.14489905536174774,0.10568135346999834
1,0.9865128397941589,0.961834728717804,0.9741737842559814,0.9918090671746395
0,0.10689375549554825,0.1380416750907898,0.12246771529316902,0.08939784954582934
0,0.011464325711131096,0.05205182358622551,0.0317580746486783,0.04354620632652587
0,0.1253892481327057,0.16773127019405365,0.14656025916337967,0.10362769944752476
1,0.21445246040821075,0.20558853447437286,0.2100204974412918,0.18426445205364053
0,0.10580453276634216,0.15237995982170105,0.1290922462940216,0.09007776731738305
0,0.28599828481674194,0.27116990089416504,0.2785840928554535,0.2869204921379242
0,0.14211894571781158,0.18472379446029663,0.1634213700890541,0.11704627759970317
1,0.9843597412109375,0.9537842869758606,0.969072014093399,0.9916104876338165
0,0.005693306215107441,0.03960344195365906,0.02264837408438325,0.04132969302842097
0,0.014593216590583324,0.06794904172420502,0.04127112915739417,0.04523373383810357
0,0.00617943424731493,0.04627108946442604,0.026225261855870485,0.04176235117361741
0,0.10093232244253159,0.15768980979919434,0.12931106612086296,0.08777633169665112
1,0.15066573023796082,0.17112959921360016,0.1608976647257805,0.12178368590561676
0,0.008381790481507778,0.06541996449232101,0.036900877486914396,0.04326366372882835
0,0.007252651732414961,0.04086555168032646,0.02405910170637071,0.0418236575742604
0,0.08866293728351593,0.11706023663282394,0.10286158695816994,0.0777809722719179
1,0.07601691782474518,0.11506036669015884,0.09553864225745201,0.07147639203470767
0,0.03774040564894676,0.05546898767352104,0.0466046966612339,0.05213179273665998
0,0.10273248702287674,0.10109059512615204,0.10191154107451439,0.08381832388776778
0,0.0035735771525651217,0.03829151391983032,0.020932545536197722,0.04068473736450889
0,0.07522834837436676,0.0778726115822792,0.07655047997832298,0.06841596028363378
0,0.14509427547454834,0.1192726418375969,0.13218345865607262,0.11177179776709684
0,0.4714530110359192,0.4999239444732666,0.4856884777545929,0.6573895255974298
0,0.11023248732089996,0.12122456729412079,0.11572852730751038,0.08978623980514651
0,0.004408176522701979,0.02736786939203739,0.015888022957369685,0.04043925969798745
0,0.07390204817056656,0.1327899694442749,0.10334600880742073,0.07180097744464008
0,0.07376081496477127,0.07307624071836472,0.073418527841568,0.0674225129315963
0,0.08144011348485947,0.06388279795646667,0.07266145572066307,0.07023280349411949
0,0.021002866327762604,0.06986694037914276,0.04543490335345268,0.0473212952335395
0,0.006690553389489651,0.048993825912475586,0.02784218965098262,0.04202887167610821
0,0.13888685405254364,0.16454491019248962,0.15171588212251663,0.11244616013130586
1,0.1766529381275177,0.1401994228363037,0.1584261804819107,0.13859148097424248
0,0.10044445097446442,0.17599937319755554,0.13822191208600998,0.08914650678117918
0,0.14250269532203674,0.20935381948947906,0.1759282574057579,0.1202022276868434
0,0.12003613263368607,0.16173459589481354,0.1408853642642498,0.09957429984350463
0,0.006163928657770157,0.04829684644937515,0.027230387553572655,0.041848520368992566
0,0.1302136480808258,0.17972098290920258,0.1549673154950142,0.108111573098048
0,0.0037535219453275204,0.036705661565065384,0.020229591755196452,0.040665167185257985
0,0.16548417508602142,0.16669897735118866,0.16609157621860504,0.13282930119871492
0,0.04104708507657051,0.07096997648477554,0.05600853078067303,0.05417472698691295
0,0.004589980933815241,0.05301214009523392,0.02880106051452458,0.04161539643169696
0,0.08796479552984238,0.11889321357011795,0.10342900454998016,0.07757505048691679
0,0.09335734695196152,0.09862537682056427,0.0959913618862629,0.07868304372276795
0,0.06635906547307968,0.1083638146519661,0.08736144006252289,0.06662323344408931
0,0.17437449097633362,0.20047610998153687,0.18742530047893524,0.14481814372285437
0,0.004597404971718788,0.04212915897369385,0.023363281972706318,0.041135821454137626
0,0.012077524326741695,0.05979791283607483,0.03593771858140826,0.044089371789913435
0,0.08044078201055527,0.06935404241085052,0.0748974122107029,0.07017164672240078
0,0.005650090519338846,0.08105092495679855,0.0433505077380687,0.04318889928727634
1,0.9773805737495422,0.9382124543190002,0.9577965140342712,0.9910383006634915
1,0.9693076014518738,0.8457821607589722,0.907544881105423,0.9894994400204287
1,0.9857534170150757,0.9529396891593933,0.9693465530872345,0.9916840252716534
0,0.02643175795674324,0.09769686311483383,0.062064310535788536,0.05054572931808165
0,0.005548587068915367,0.06376376748085022,0.03465617727488279,0.04236974719453616
0,0.13632526993751526,0.1757170557975769,0.15602116286754608,0.11189004434477565
0,0.08625948429107666,0.13688549399375916,0.11157248914241791,0.07815373932615827
0,0.15493258833885193,0.11995489150285721,0.13744373992085457,0.1189216472106558
1,0.09667211771011353,0.13084599375724792,0.11375905573368073,0.083091434303226
0,0.004374332260340452,0.040423087775707245,0.02239871001802385,0.04099895052617225
0,0.005023266654461622,0.052518732845783234,0.028770999750122428,0.04171532465665593
0,0.26412782073020935,0.24395886063575745,0.2540433406829834,0.2507037572946795
1,0.2292516529560089,0.20930610597133636,0.21927887946367264,0.20112362657491722
0,0.020595714449882507,0.05834084004163742,0.039468277245759964,0.046617178504748905
0,0.017543086782097816,0.059701550751924515,0.038622318767011166,0.04573665237260821
0,0.19108983874320984,0.18941526114940643,0.19025254994630814,0.15837201357474998
0,0.0035858596675097942,0.03368809074163437,0.01863697520457208,0.04048809276945599
0,0.08128315210342407,0.1296427845954895,0.10546296834945679,0.07510116734857607
0,0.008250684477388859,0.057566139847040176,0.03290841216221452,0.04286445603296188
0,0.004079481586813927,0.04763174429535866,0.025855612941086292,0.04123416132158805
0,0.15168976783752441,0.13906724750995636,0.1453785076737404,0.11876197490196674
0,0.11851511150598526,0.1413983553647995,0.12995673343539238,0.09661863195500618
0,0.02672986499965191,0.05669894814491272,0.041714406572282314,0.048491748829351276
0,0.1764868199825287,0.23403561115264893,0.2052612155675888,0.15142035021999256
1,0.8492943048477173,0.9335924386978149,0.8914433717727661,0.9780773467937642
0,0.1475316882133484,0.17938251793384552,0.16345710307359695,0.12041331502795626
0,0.03694024309515953,0.08538404107093811,0.06116214208304882,0.05351976928135529
0,0.22967934608459473,0.21914441883563995,0.22441188246011734,0.2033810997059886
0,0.08968716114759445,0.09484779834747314,0.0922674797475338,0.07653011931063702
1,0.3428678810596466,0.5095640420913696,0.4262159615755081,0.4393880516213383
0,0.23517541587352753,0.1638408750295639,0.19950814545154572,0.19968323291288467
1,0.979153037071228,0.6772529482841492,0.8282029926776886,0.9881919847021808
0,0.06252997368574142,0.09865067154169083,0.08059032261371613,0.06430960066654157
1,0.37379828095436096,0.2557859718799591,0.31479212641716003,0.4233920553702888
0,0.1647234559059143,0.12497533857822418,0.14484939724206924,0.12696239821795433
0,0.008233532309532166,0.059344690293073654,0.03378911130130291,0.042940982741442986
0,0.003962715622037649,0.05676797777414322,0.030365346698090434,0.041606255156789354
0,0.20279397070407867,0.1859891712665558,0.19439157098531723,0.16913921215577438
0,0.24907881021499634,0.17390523850917816,0.21149202436208725,0.21770790350159608
0,0.17084883153438568,0.28501713275909424,0.22793298214673996,0.15363820958577698
0,0.3285285532474518,0.3259572386741638,0.3272428959608078,0.3659660521389967
0,0.0698082223534584,0.10409935563802719,0.0869537889957428,0.06784906122228468
0,0.12611094117164612,0.2523452639579773,0.1892281025648117,0.11324135175391153
0,0.05674230307340622,0.11820157617330551,0.08747193962335587,0.06317761617631322
0,0.17445281147956848,0.17045657336711884,0.17245469242334366,0.1407856414358909
0,0.13634847104549408,0.15903636813163757,0.14769241958856583,0.11006981908348361
1,0.9821711182594299,0.9396668672561646,0.9609189927577972,0.9913471251320511
0,0.04335251450538635,0.08469411730766296,0.06402331590652466,0.05581474875486091
0,0.0065339189022779465,0.05788281932473183,0.03220836911350489,0.042385213637206764
1,0.9870162010192871,0.950054943561554,0.9685355722904205,0.9917307320355371
0,0.2258717566728592,0.2629975974559784,0.2444346770644188,0.20698547437425877
0,0.0868566483259201,0.12256534397602081,0.10471099615097046,0.07730990369041807
0,0.16078941524028778,0.10043993592262268,0.13061467558145523,0.12097957971661381
0,0.09838143736124039,0.10331743210554123,0.10084943473339081,0.08167988360029793
0,0.030270704999566078,0.06056251749396324,0.04541661124676466,0.04985987820305686
0,0.003954010084271431,0.047605812549591064,0.025779911316931248,0.04119807881950799
1,0.16998624801635742,0.2717420160770416,0.22086413204669952,0.150941298972397
0,0.06480691581964493,0.08827388286590576,0.07654039934277534,0.06457886001885285
0,0.08694935590028763,0.11479201167821884,0.10087068378925323,0.07673972034097874
0,0.015581422485411167,0.05289154127240181,0.03423648187890649,0.044810747982160504
0,0.08257947862148285,0.16374441981315613,0.12316194921731949,0.07844518242383179
0,0.2605663537979126,0.29460835456848145,0.277587354183197,0.2566520994463369
1,0.30523380637168884,0.3349131643772125,0.3200734853744507,0.3309886472746754
0,0.014063048176467419,0.06474463641643524,0.03940384229645133,0.044919018526699606
0,0.10953184962272644,0.1678183525800705,0.13867510110139847,0.09370660506814948
0,0.043730370700359344,0.12108627706766129,0.08240832388401031,0.05813936047841749
0,0.25080665946006775,0.19263897836208344,0.2217228189110756,0.22339420102772695
0,0.00632562255486846,0.0587659515440464,0.03254578704945743,0.04236563970799706
0,0.11970817297697067,0.1596718728542328,0.13969002291560173,0.0991614982401953
0,0.019412165507674217,0.04995208606123924,0.03468212578445673,0.045836787451404674
0,0.0698637068271637,0.09598527103662491,0.0829244889318943,0.06730321754506502
0,0.006493673659861088,0.04460446909070015,0.02554907137528062,0.04177654631114115
0,0.00406572176143527,0.0415736548602581,0.022819688310846686,0.04096393960690152
1,0.9841485619544983,0.9468340873718262,0.9654913246631622,0.9915332410885985
0,0.06682930886745453,0.11376091092824936,0.09029510989785194,0.06720613113074857
0,0.07444889098405838,0.2025851309299469,0.13851701095700264,0.07744238065699521
0,0.18664756417274475,0.21812595427036285,0.2023867592215538,0.15846976957740208
0,0.04197470098733902,0.08976709097623825,0.06587089598178864,0.05560178723239315
0,0.09745530784130096,0.19617636501789093,0.14681583642959595,0.08926437504048003
0,0.0056770979426801205,0.053121909499168396,0.029399503720924258,0.04192691749203494
