age,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,autoFE_f_0,autoFE_f_1,autoFE_f_2,autoFE_f_3,autoFE_f_4,autoFE_f_5,autoFE_f_6,autoFE_f_7,autoFE_f_8,autoFE_f_9,autoFE_f_10,autoFE_f_11,autoFE_f_12,autoFE_f_13,autoFE_f_14,autoFE_f_15,autoFE_f_16,autoFE_f_17,autoFE_f_18,autoFE_f_19,autoFE_f_20,autoFE_f_21,autoFE_f_22,autoFE_f_23,autoFE_f_24,autoFE_f_25,autoFE_f_26,autoFE_f_27,autoFE_f_28,autoFE_f_29,autoFE_f_30,autoFE_f_31,autoFE_f_32,autoFE_f_33,autoFE_f_34,autoFE_f_35,autoFE_f_36,autoFE_f_37,autoFE_f_38,autoFE_f_39,autoFE_f_40,autoFE_f_41,autoFE_f_42,autoFE_f_43,autoFE_f_44,autoFE_f_45,autoFE_f_46,autoFE_f_47,autoFE_f_48,autoFE_f_49
61,0,0,45651.9,3804.32,0,0.165,798,13626.57,0,8.47,36,429.97,0,4,27063.88,13475.56,1,0,3,15.0,0.0002067669172932331,859.0,22.0,0.9462209302325582,737.0,0.9505591850293433,30.0,1.39755,794.0,0,6.22,0.9576222980659841,806.47,0.5363372093023255,834.0,94.21487603305785,762.0,0.9431459840474865,0.95635305528613,0.9551508132863084,10.0,72715.78,0.495,4465.5402,0.49660523763336567,-797.835,131.67000000000002,0.9700000000000273,0,3368.89,1.6868202194216055,2.0083677413035157,367.0,0.5256860042601178,40426.68,0.66,6765.97,0,798.0,0.5836579484325728,23056.484848484848,10.065000000000001,789.53,12.45188953488372,-35.835,10.84,0.5176336746302617,1268.1066666666668,11.0
38,0,1,41960.71,3496.73,1,0.256,705,10508.94,1,12.01,36,349.1,1,5,58285.79,19247.91,2,0,2,16.0,0.00036312056737588654,743.0,241.0,0.699468085106383,667.0,0.6412357435499945,913.0,3.07456,700.0,1,5.2,0.6429380130200962,717.01,0.7978723404255319,741.0,58.70108243130724,669.0,0.6560660717676097,0.6357505863956215,0.6441543401589724,11.0,100246.5,0.512,14921.16224,0.815285379202502,-704.744,180.48,0.10000000000002274,1,3849.582,0.7199132069754909,3.0281620186295553,5217.0,0.7805402087170042,38495.82,1.28,11657.158,1,705.0,0.7940953104233909,13659.1015625,9.728,692.99,12.6775,-35.744,11.99,0.7838947070478347,1748.365,27.0
41,0,1,27707.6,2308.97,1,0.069,673,10351.45,0,14.6,36,356.81,1,8,35407.59,25604.13,2,0,2,16.0,0.0001025260029717682,714.0,249.0,0.4959893048128342,632.0,0.4573690621193666,913.0,1.0074,665.0,1,5.2,0.4753227031131359,687.6,0.18449197860962566,709.0,46.09589041095891,637.0,0.4670590468957661,0.4403831118060985,0.46012528293941146,11.0,63115.189999999995,0.138,2443.12371,0.1656567630961689,-672.931,46.437000000000005,0.8100000000000023,2,3200.51625,0.7825327846374182,1.3828858859879245,5217.0,0.15442926951509836,51208.26,0.552,4425.94875,2,673.0,0.150465160432884,33463.33333333333,2.829,658.4,12.29216577540107,-35.931,11.99,0.15299924069855733,1154.485,30.0
34,1,2,30669.57,2555.8,2,0.238,640,7004.78,0,11.31,36,230.36,2,2,31384.29,28893.37,2,0,4,13.0,0.00037187499999999997,674.0,15.0,0.31643835616438354,606.0,0.2958683473389356,40.0,2.69178,638.0,2,6.41,0.27631578947368424,651.31,0.7876712328767124,676.0,56.58709106984969,604.0,0.2838427947598253,0.33450980392156865,0.28399220929620467,9.0,62053.86,0.952,7469.46102,0.6719607843137255,-639.762,152.32,0.36000000000001364,3,14446.685,0.977226822719265,1.0862107812276658,145.0,0.7487156997869941,115573.48,0.476,15692.145,3,640.0,0.7500474653502943,10738.655462184875,8.091999999999999,628.69,12.529863013698629,-35.762,13.13,0.7338516746411483,638.95,13.0
35,0,1,39048.29,3254.02,1,0.13,645,11347.16,2,14.43,36,390.19,3,4,32459.61,20814.96,4,0,4,16.0,0.00020155038759689923,680.0,248.0,0.28294573643410853,610.0,0.30472815856494295,754.0,1.8759000000000001,641.0,1,6.94,0.3046075085324232,659.43,0.35400516795865633,681.0,44.6985446985447,609.0,0.3883323512080141,0.36176470588235293,0.3085750381639206,11.0,71507.9,0.52,4219.7493,0.3064705882352941,-644.87,83.85000000000001,0.18999999999999773,4,5203.74,1.2029808737689702,1.5594365783071407,5217.0,0.39019607843137255,83259.84,0.52,8114.9025,4,645.0,0.2548615203299941,25030.923076923074,4.55,630.57,12.492687338501293,-35.87,13.105,0.3812571103526735,813.505,22.0
35,1,0,46534.68,3877.89,1,0.275,690,16949.3,0,7.4,60,338.82,1,7,41879.73,27618.75,1,0,4,16.0,0.0003985507246376812,725.0,248.0,0.5607235142118863,655.0,0.5892857142857143,913.0,2.035,683.0,1,5.2,0.5617897727272727,697.4,0.7932816537467701,750.0,93.24324324324324,630.0,0.505008347245409,0.6211764705882353,0.5601673948518187,11.0,88414.41,1.1,11516.925750000002,0.7707843137254902,-689.725,189.75000000000003,0.8199999999999932,5,3945.535714285714,1.1111504300529158,1.5163513917175833,3842.0,0.8314121037463977,110475.0,1.9250000000000003,5982.818571428572,5,690.0,0.8678352810239288,14101.41818181818,9.625,682.6,12.492687338501293,-59.725,11.99,0.8181818181818182,969.4725,38.0
66,2,2,12602.72,1050.23,1,0.051,658,17816.79,0,11.15,36,584.57,4,5,23242.22,21564.48,2,0,2,16.0,7.750759878419452e-05,724.0,213.0,0.36882716049382713,592.0,0.37597503900156004,691.0,0.56865,653.0,1,6.43,0.3668270591565242,669.15,0.09259259259259259,694.0,59.01345291479821,622.0,0.3762103664325043,0.35867865519937453,0.37621729746802124,11.0,35844.94,0.102,1185.35322,0.09939405785770133,-657.949,33.558,0.57000000000005,6,4312.896,0.5422339174140852,1.0778010877146122,2432.0,0.09422378148101741,43128.96,0.255,4648.444,6,658.0,0.08895006645149041,20592.745098039217,3.3659999999999997,646.85,12.311141975308642,-35.949,13.09,0.09071610529295217,525.115,15.0
70,0,0,54773.62,4564.47,3,0.109,636,27167.95,0,15.43,60,652.47,5,5,39163.88,30922.69,3,0,5,14.0,0.00017138364779874213,706.0,31.0,0.30484330484330485,566.0,0.26359207175285126,123.0,1.68187,631.0,3,6.94,0.2602604019247099,651.43,0.3418803418803419,696.0,41.218405703175634,576.0,0.3034064665127021,0.33185185185185184,0.2668052850450071,10.0,93937.5,0.545,4268.86292,0.2037037037037037,-635.891,69.324,0.4700000000000273,7,6184.538,1.3985749113724177,1.2665094789618885,615.0,0.31148978824708684,154613.44999999998,0.545,7832.776,6,636.0,0.24884526558891454,41875.87155963303,7.63,620.57,12.656923076923077,-59.891,13.08,0.30158505519388623,912.894,28.0
50,0,0,93630.13,7802.51,1,0.203,713,1428.03,0,13.36,36,48.36,6,8,108022.2,72667.71,1,0,2,16.0,0.00028471248246844324,763.0,217.0,0.6847507331378299,663.0,0.6798804119145166,912.0,2.7120800000000003,705.0,1,3.79,0.6917236142748672,726.36,0.6290322580645161,749.0,53.368263473053894,677.0,0.640419217213875,0.6744526974198592,0.6834763383692162,11.0,201652.33000000002,0.406,21928.5066,0.6745504300234558,-712.797,144.739,0.35999999999999943,8,9083.46375,0.8667674792774078,1.4865226935044462,3842.0,0.6495426638265881,145335.42,1.624,13502.775,2,713.0,0.7069189389723614,38436.00985221675,10.15,699.64,12.44733137829912,-35.797,11.83,0.6328777524677297,3901.255,28.0
48,2,1,13345.65,1112.14,4,0.311,650,21227.64,3,13.95,36,725.0,4,3,14875.25,13799.18,5,0,7,15.0,0.00047846153846153844,698.0,57.0,0.31265822784810127,602.0,0.33485625139291286,145.0,4.33845,647.0,4,6.43,0.3346570397111913,663.95,0.8936708860759494,686.0,46.59498207885305,614.0,0.44836601307189544,0.4835390946502058,0.333894825498763,9.0,28220.9,2.177,4626.20275,0.7242798353909465,-649.689,202.15,0.0,9,4599.7266666666665,0.8971714761096452,1.0779807205935426,1159.0,0.8877611940298508,96594.26000000001,0.933,4958.416666666667,7,650.0,0.7725490196078432,3576.012861736335,14.928,636.05,12.235594936708862,-35.689,13.09,0.8837545126353791,158.87714285714287,20.0
26,2,0,39410.87,3284.24,4,0.104,744,20956.51,4,11.2,36,688.08,0,5,49714.28,33752.18,3,0,3,15.0,0.00013978494623655913,770.0,51.0,0.8142458100558659,718.0,0.8176955649654558,98.0,1.1647999999999998,739.0,4,6.22,0.8226719501839797,755.2,0.2639664804469274,780.0,66.42857142857143,708.0,0.848729792147806,0.8294131910766246,0.8191293362109807,9.0,89125.15,0.312,5170.28512,0.2627303588748788,-743.896,77.37599999999999,0.08000000000004093,10,6750.436,0.7927474761778709,1.4729205639457954,858.0,0.30183946488294316,101256.54000000001,0.52,9942.856,8,744.0,0.22921478060046188,31579.23076923077,2.7039999999999997,732.8,12.503798882681563,-35.896,10.84,0.28474384375884515,1094.7466666666667,12.0
22,2,1,23696.42,1974.7,1,0.158,642,500.0,0,15.14,60,11.93,2,5,36883.5,4792.25,3,0,3,16.0,0.00024610591900311524,664.0,232.0,0.2914364640883978,620.0,0.29557610875863605,727.0,2.3921200000000002,637.0,1,6.41,0.2895556184545712,657.14,0.5303867403314917,702.0,42.40422721268164,582.0,0.3327078521939954,0.30868089233753637,0.2945465073432647,11.0,60579.92,0.474,5827.593,0.4715082444228904,-641.842,101.436,0.9299999999999997,11,958.45,0.6424666856453427,7.696489123063279,5217.0,0.5010650294449317,14376.75,0.79,7376.7,6,500.0,0.43389145496535797,12498.101265822785,3.476,626.86,12.56417127071823,-59.842,13.13,0.4892442683272007,658.2333333333333,18.0
57,2,3,36668.05,3055.67,3,0.038,686,18573.36,4,11.99,36,616.81,7,6,52299.8,44606.56,1,0,2,14.0,5.53935860058309e-05,743.0,43.0,0.5203252032520326,629.0,0.5345442389124136,138.0,0.45561999999999997,680.0,3,3.63,0.5352161785216178,697.99,0.05962059620596206,722.0,57.21434528773978,650.0,0.4812650714153218,0.5189601250977326,0.5368216034110649,10.0,88967.85,0.076,1987.3924,0.05815089913995309,-685.962,26.067999999999998,0.8099999999999454,12,7434.426666666666,0.7011126237576435,1.1724688027949253,152.0,0.061872909698996656,89213.12,0.22799999999999998,8716.633333333333,9,686.0,0.06269708773882397,80412.36842105264,2.166,674.01,12.180948509485097,-35.962,11.95,0.05038354253835425,1527.835,25.0
36,2,0,53419.63,4451.64,1,0.267,637,1820.12,0,15.03,36,63.12,5,4,45403.77,41035.91,1,0,1,16.0,0.0004191522762951335,673.0,252.0,0.23958333333333334,601.0,0.2726766213505683,737.0,4.01301,633.0,1,6.94,0.26834470989761094,652.03,0.8333333333333334,673.0,42.38190286094478,601.0,0.23307364125394175,0.22094708866876056,0.271305995683529,11.0,98823.4,0.267,12122.80659,0.8595071273254409,-636.733,170.079,0.11999999999999744,13,10258.9775,1.1765461326229079,1.1064399449165376,3842.0,0.8163137451447187,41035.91,1.068,11350.9425,0,637.0,0.8542014468558708,16672.808988764045,9.612,621.97,12.117552083333335,-35.733,13.08,0.8112912400455062,4451.64,23.0
73,0,2,23467.66,1955.64,1,0.15,649,3948.03,0,11.89,60,87.6,8,6,36266.68,22513.88,2,0,3,16.0,0.00023112480739599382,722.0,225.0,0.34517045454545453,576.0,0.3255453438157458,715.0,1.7835,643.0,1,5.74,0.32461645746164575,660.89,0.4943181818181818,709.0,54.58368376787216,589.0,0.3306436301499905,0.34493210475266733,0.3286571563931147,11.0,59734.34,0.44999999999999996,5440.0019999999995,0.4401066925315228,-648.85,97.35,0.5999999999999943,14,3752.3133333333335,0.6470859753360385,1.6108587235962881,2432.0,0.46898884851522366,67541.64,0.8999999999999999,6044.446666666667,10,649.0,0.4606986899563319,13037.6,10.95,637.11,12.506619318181817,-59.85,13.07,0.4755927475592748,651.88,18.0
39,2,1,39640.08,3303.34,1,0.275,691,16322.23,0,15.05,36,566.22,1,2,23748.1,5801.45,1,0,4,16.0,0.0003979739507959479,730.0,251.0,0.5873655913978495,652.0,0.5650211722754624,913.0,4.138750000000001,689.0,1,5.2,0.5544258373205742,706.05,0.8051075268817204,727.0,45.91362126245847,655.0,0.5117788907438323,0.6262745098039215,0.5657209033005212,11.0,63388.18,1.1,6530.7275,0.7707843137254902,-690.725,190.025,0.22000000000002728,15,2900.725,1.6691895351628132,4.093476630842289,5217.0,0.8314121037463977,23205.8,0.55,11874.05,3,691.0,0.8678352810239288,12012.145454545454,10.725000000000001,675.95,12.429462365591398,-35.725,11.99,0.812799043062201,825.835,24.0
36,0,0,30571.21,2547.6,1,0.173,778,17547.12,0,11.72,60,387.85,9,5,47463.14,37354.61,0,0,2,16.0,0.0002223650385604113,814.0,252.0,0.90234375,742.0,0.9131879083158011,378.0,2.02756,773.0,1,4.4,0.9265496744975941,789.72,0.56640625,838.0,66.38225255972696,718.0,0.8835408953214406,0.9175136825645035,0.9202242459335684,11.0,78034.35,0.346,8211.12322,0.5764268960125097,-777.827,134.594,0.8500000000000227,16,7470.9220000000005,0.6441042459474868,1.27060997290562,3842.0,0.5536273649918556,74709.22,0.865,9492.628,6,778.0,0.6719959609559071,14726.011560693642,6.228,766.28,12.117552083333335,-59.827,10.86,0.548400792527597,1273.8,11.0
22,2,0,31217.14,2601.43,1,0.206,759,25832.14,5,11.53,36,852.21,9,13,29301.76,17951.71,1,0,1,16.0,0.0002714097496706192,781.0,232.0,0.8895027624309392,737.0,0.870793403164698,378.0,2.37518,746.0,1,4.4,0.8928571428571429,770.53,0.7113259668508287,795.0,65.82827406764962,723.0,0.8419588202559822,0.842836433921237,0.8705848291835553,11.0,60518.899999999994,0.206,6036.16256,0.7251751630828702,-758.794,156.35399999999998,0.21000000000003638,17,1380.9007692307691,1.0653674045518085,1.6322545317409873,3842.0,0.6510460251046025,17951.71,2.678,2253.9815384615385,11,759.0,0.7165646447783343,12628.300970873786,4.532,747.47,12.56417127071823,-35.794,10.86,0.625,2601.43,11.0
71,2,2,17178.74,1431.56,2,0.499,639,22716.37,4,12.69,36,762.02,2,4,25657.74,20604.58,2,0,3,13.0,0.0007809076682316119,710.0,20.0,0.30392156862745096,568.0,0.2804769333630488,40.0,6.33231,635.0,2,6.41,0.27773037542662116,651.69,0.9971988795518207,675.0,50.354609929078016,603.0,0.27871653692804255,0.2924345295829292,0.27941253882191924,9.0,42836.48,1.4969999999999999,12803.21226,0.992725509214355,-638.501,318.861,0.01999999999998181,18,5151.145,0.6695344172947423,1.2452445038918531,145.0,0.9924749163879598,61813.740000000005,1.996,6414.435,12,639.0,0.9965824947788114,2868.857715430862,35.429,626.31,12.451204481792717,-35.501,13.13,0.9948805460750854,477.18666666666667,19.0
25,2,1,18997.24,1583.1,1,0.104,572,2449.32,3,15.16,36,85.1,10,4,24452.66,14120.91,2,0,3,16.0,0.0001818181818181818,597.0,209.0,0.06140350877192982,547.0,0.06223534655671941,204.0,1.57664,568.0,1,10.4,0.06342434584755403,587.16,0.32748538011695905,608.0,37.73087071240106,536.0,0.06066071767609645,0.06365179437439379,0.0631941885560878,11.0,43449.9,0.312,2543.0766399999998,0.2627303588748788,-571.896,59.488,0.09999999999999432,19,3530.2275,0.7768987095882411,1.7316631860127996,5217.0,0.2814925373134328,42362.729999999996,0.416,6113.165,13,572.0,0.28669071577748245,15222.115384615385,2.6,556.84,12.230350877192981,-35.896,15.05,0.2754550625711035,527.6999999999999,5.0
67,0,1,47623.67,3968.64,1,0.039,798,13217.65,0,12.22,36,440.41,11,4,32195.43,30369.5,2,0,3,16.0,4.887218045112782e-05,865.0,261.0,0.9560723514211886,731.0,0.9505591850293433,437.0,0.47658,794.0,1,5.15,0.9576222980659841,810.22,0.037467700258397935,834.0,65.30278232405891,762.0,0.9621226504651604,0.95635305528613,0.9551508132863084,11.0,79819.1,0.11699999999999999,1255.62177,0.04473811833171678,-797.961,31.122,0.410000000000025,20,7592.375,1.4792058997193078,1.060123808426217,5217.0,0.05675980453577246,91108.5,0.156,8048.8575,0,798.0,0.05458515283842795,101760.0,2.613,785.78,12.448139534883722,-35.961,10.825,0.056598407281001135,1322.8799999999999,15.0
31,1,1,16023.9,1335.32,1,0.23,690,12989.94,1,11.64,36,429.22,1,11,28229.76,10532.03,0,0,0,16.0,0.0003333333333333333,721.0,207.0,0.49850746268656715,659.0,0.5892857142857143,913.0,2.6772000000000005,679.0,1,5.2,0.6369426751592356,701.64,0.7059701492537314,726.0,59.27835051546391,654.0,0.47492426792325815,0.48803561491374514,0.5601673948518187,11.0,44253.659999999996,0.0,6492.8448,0.8180300500834724,-689.77,158.70000000000002,0.22000000000002728,21,957.4572727272728,0.5676243793783582,2.680372159972958,5217.0,0.7133210558624923,0.0,2.5300000000000002,2566.341818181818,14,690.0,0.8205991248737798,5805.739130434782,7.13,678.36,12.289134328358209,-35.77,11.99,0.7197452229299363,,23.0
52,0,1,83870.35,6989.2,3,0.111,620,1825.91,2,15.46,36,63.71,3,6,90931.39,77006.11,3,0,4,14.0,0.00017903225806451613,672.0,42.0,0.16256830601092895,568.0,0.196545233086037,139.0,1.7160600000000001,614.0,3,6.94,0.19055090655509066,635.46,0.29098360655737704,656.0,40.10349288486416,584.0,0.22690531177829099,0.23823529411764705,0.1990314260146339,10.0,174801.74,0.444,10093.38429,0.23862745098039215,-619.889,68.82000000000001,0.7100000000000009,22,12834.351666666667,0.9223476073553919,1.1808334429566694,886.0,0.30941176470588233,308024.44,0.666,15155.231666666667,15,620.0,0.2585161662817552,62965.76576576576,5.772,604.54,12.263524590163934,-35.889,13.105,0.31921199442119946,1747.3,23.0
57,0,1,44659.92,3721.66,1,0.202,703,10674.78,1,11.89,60,236.86,12,9,36783.75,26417.05,0,0,0,16.0,0.0002873399715504979,760.0,246.0,0.6327913279132791,646.0,0.6306610563614218,967.0,2.4017800000000005,694.0,1,5.81,0.5966666666666667,714.89,0.6544715447154471,763.0,59.12531539108494,643.0,0.5452709525412319,0.5475792988313857,0.6339422014002211,11.0,81443.67,0.0,7430.3175,0.7504173622704507,-702.798,142.006,0.8600000000000136,23,2935.2277777777776,1.214120909368947,1.3924245894223617,5217.0,0.6350521792510743,0.0,1.818,4087.0833333333335,16,703.0,0.7539548973409627,18424.059405940592,11.514000000000001,691.11,12.180948509485097,-59.798,11.93,0.6546666666666666,,40.0
37,1,0,38133.54,3177.8,1,0.022,684,21490.62,2,14.17,60,501.95,13,4,32498.4,30104.13,0,0,0,16.0,3.216374269005848e-05,721.0,262.0,0.5814814814814815,647.0,0.5504201680672269,966.0,0.31173999999999996,680.0,1,4.6,0.5291524459613197,698.17,0.022222222222222223,744.0,48.270995059985886,624.0,0.4357118815213733,0.451307735114079,0.5250039479917882,11.0,70631.94,0.0,714.9648,0.03199777406789093,-683.978,15.047999999999998,0.9499999999999886,24,7526.0325,1.1733974595672403,1.0795329411612293,3842.0,0.016862745098039214,0.0,0.088,8124.6,4,684.0,0.029619656681252104,144445.45454545456,0.814,669.83,12.37362962962963,-59.978,12.0,0.01763367463026166,,21.0
73,2,2,38034.37,3169.53,1,0.103,641,8238.28,5,15.99,60,200.3,8,6,36165.35,31353.82,2,0,2,16.0,0.00016068642745709828,714.0,225.0,0.2883522727272727,568.0,0.2905059059505237,715.0,1.6469699999999998,635.0,1,5.74,0.28748256624825663,656.99,0.3025568181818182,701.0,40.08755472170106,581.0,0.2889690525916081,0.2738467552775606,0.28930883823761644,11.0,74199.72,0.206,3725.0310499999996,0.3066849100860047,-640.897,66.023,0.30000000000001137,14,5225.636666666666,1.0516798537826955,1.1534591319335252,2432.0,0.2623430962343096,62707.64,0.618,6027.558333333333,17,641.0,0.2823239035504082,30772.1359223301,7.518999999999999,625.01,12.506619318181817,-59.897,13.07,0.2777196652719665,1584.765,18.0
42,0,0,18030.89,1502.57,1,0.399,626,17899.5,6,11.69,36,591.87,3,3,20852.62,8803.26,2,0,2,16.0,0.0006373801916932908,668.0,241.0,0.22631578947368422,584.0,0.21902336396855276,754.0,4.66431,623.0,1,6.94,0.22057761732851985,637.69,0.9526315789473684,662.0,53.550042771599664,590.0,0.21245490791722044,0.20494526974198593,0.22229825761962416,11.0,38883.509999999995,0.798,8320.19538,0.9745895230648944,-625.601,249.774,0.8700000000000045,25,2934.42,0.86468223177711,2.3687383991839384,3842.0,0.9619675456389453,17606.52,1.197,6950.873333333333,18,626.0,0.9727548889310803,3765.8395989974933,16.758000000000003,614.31,12.36042105263158,-35.601,13.105,0.9637184115523466,751.285,20.0
59,2,2,44772.04,3731.0,3,0.025,670,15990.84,3,10.39,36,518.91,12,6,60908.17,57077.87,1,0,1,14.0,3.7313432835820896e-05,729.0,43.0,0.46021220159151194,611.0,0.4425562736795186,145.0,0.25975000000000004,664.0,3,5.81,0.44281729428172945,680.39,0.01989389920424403,706.0,64.48508180943215,634.0,0.38990910777221294,0.38668760570186034,0.44320155814075907,10.0,105680.20999999999,0.025,1522.70425,0.029354916646532978,-669.975,16.75,0.9099999999999682,26,9512.978333333334,0.7350744571705241,1.0671065686228305,384.0,0.02417910447761194,57077.87,0.15000000000000002,10151.361666666666,19,670.0,0.026989426822481913,149240.0,1.475,659.61,12.487533156498674,-35.975,11.93,0.024407252440725245,3731.0,29.0
66,2,2,42375.29,3531.27,1,0.103,531,24404.07,3,15.6,36,853.16,14,6,59813.04,20794.76,0,0,0,16.0,0.00019397363465160073,597.0,213.0,0.023148148148148147,465.0,0.016937820369957654,198.0,1.6067999999999998,525.0,1,9.65,0.015516039051603906,546.6,0.28703703703703703,567.0,34.03846153846154,495.0,0.01144395826321104,0.012242626599888704,0.017107964415434017,11.0,102188.33,0.0,6160.74312,0.3622704507512521,-530.897,54.693,0.15999999999996817,27,3465.793333333333,0.7084624021785216,2.8763515424077992,2432.0,0.2773134328358209,0.0,0.618,9968.84,19,531.0,0.37277011107371255,34284.17475728156,6.798,515.4,12.311141975308642,-35.897,15.12,0.2777196652719665,,2.0
